V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,,,,
R_QnAPpX2x7qrqiNX,Default Response Set,,,,134.76.136.232,,15.09.2015 10:59,15.09.2015 11:47,1,1,1,0,0,48.988,0,1,60,1,0,0,9.378,0,,,,,,,1,9,1,"Ich gehe davon aus, dass sich die meisten Mitglieder meiner Gruppe eher egoistisch verhalten, da das Experiment anonym ist. Durch die Anonymití_t muss man sich nicht rechtfertigen und kann daher so handeln, dass man selbt den grí_íôten Gewinn erzielt.\Den selben Motiven folge ich auch, zudem mí_chte ich nicht - basierend auf meiner Einschí_tzung - als einzige viel investieren und wenig zurí_ck erhalten.",1,4,7,7,5,6,4,8,6,7,6,5,6,1,6,3,4,6,5,8,7,6,4,2,7,4,2,6,2,4,6,7,5,3,4,4,0,1,3,8,3,2,3,1,2,"Konkurrenzverhalten innerhalb der Gruppe, Abhí_ngigkeit der eigenen Entscheidungen/Lebenslage von anderen Menschen\\- durch das Experiment, welches eigentlich auch auf Konkurrenzverhalten hinauslaufen mí_sste\- die Fragen, welche auf die einzelnen persí_nlichen Abhí_ngigkeiten etc. hinauszielen",nein,4,4,5,3,75,2,"Deutschland, Fí_rstenau",0,51.53640747,9.938995361,-1,,21,1,1,1
R_qV2ewvuXHN04a8F,Default Response Set,,,,134.76.136.48,,14.09.2015 12:58,14.09.2015 14:19,1,1,1,0,0,15.464,0,1,,,,,,,,1,0,0,20.243,0,1,9,5,"Ich habe mich fuer diesen betrag entschieden, weil er in der mitte lag.",1,6,5,9,4,9,6,1,5,5,9,5,5,1,1,1,5,9,5,9,9,5,9,7,5,1,3,8,8,3,7,1,3,3,2,2,0,0,8,6,3,3,3,2,2,"Ich denke, dass es in der Studie um Glaubenssí_tze geht, bzw um eigene Einstellungen. Und es ging darum sich fí_r etwas zu entscheiden oder eine Tendenz auszusprechen.",Ich finde es schwierig allgemein zu sprechen und diese Art von Fragen zu beantworten. Ich habe kurzzeitig an meinen Entscheidungen gezweifelt und wollte mich nicht gerne festlegen,5,2,6,3,70,2,Einbeck,0,51.53640747,9.938995361,-1,,26,1,0,0
R_r71Ooor1ElwL8fn,Default Response Set,,,,134.76.136.60,,08.09.2015 09:23,08.09.2015 11:20,1,1,1,0,0,61.159,0,1,,,,,,,0,1,0,0,8.06,0,1,9,9,weil sicherlich nicht alle aus meiner Gruppe ihr ganzes Geld fí_r die Gemeinschaft setzen,1,8,9,8,8,9,5,5,9,9,7,9,6,8,8,5,1,2,1,2,6,7,2,4,7,1,1,1,1,2,3,3,6,4,0,15,0,0,1,3,2,1,3,1,2,"Ich denke, dass es darum geht, wieweit man den Unbekannten in der Gruppe vertraut und ob man eher egoistisch oder altruistisch handelt.",nein,3,4,6,5,74,2,"Hildesheim, Deutschland",1,51.53640747,9.938995361,-1,,22,1,1,1
R_R8FfcTd5jIBJKAF,Default Response Set,,,,134.76.136.171,,08.09.2015 09:22,08.09.2015 11:25,1,1,1,0,0,74.116,0,1,,,,,,,400,1,0,0,14.869,0,1,9,1,"2 Euro sind selbst bei der geizigsten Variante der anderen Spieler mir sicher, wenn jeder altruistisch handelt ist der Gewinn am hí_chsten. Ich vertraue, darauf, das jeder erkennt, das wenn allen in Summe geholfen wird, dies auch fí_r jeden mehr Wert ist, als nur der eigene persí_nliche Vorteil.",1,6,8,7,3,8,7,9,8,2,9,2,8,3,7,9,2,9,6,8,8,9,7,8,7,8,6,8,8,7,3,5,8,3,0,4,0,1,8,9,1,2,1,2,2,"In der Studie soll gezeigt werden, ob Egoismus oder Altruismus/Hilfsbereitschaft im Menschen und in welchem Masse verbreitet sind und wie das mit dem Vertrauen zu Fremden bzw. Bekannten korreliert ist.",nein,9,6,9,6,63,1,Heiligenstadt,1,51.53640747,9.938995361,-1,,33,1,1,1
R_rf3nX0x8LpV7YOZ,Default Response Set,,,,134.76.136.60,,15.09.2015 08:57,15.09.2015 10:22,1,1,1,0,0,54.059,0,1,,,,,,,300,1,0,0,27.314,0,1,9,1,"Ich gehe davon aus, dass die anderen Mitglieder der Gruppe ebenfalls einen hí_heren Beitrag zur Gruppe beitragen. Obwohl es fí_r mich persí_nlich vorteilhaft wí_re keinen Beitrag zu leisten und auf einen hohen Beitrag der anderen Gruppenmitglieder zu hoffen, erscheint es mir fair.",1,8,5,6,9,8,8,8,6,8,8,9,8,6,8,7,3,6,4,9,6,9,5,8,7,3,4,7,5,3,6,7,8,1,1,1,0,0,4,7,3,1,3,1,2,"Ich vermute, dass es in dieser Studie um Vertrauen in das (unsichere) Verhalten anderer, einem selbst fremder Personen geht. Im speziellen darum, dass die anderen Gruppenmitglieder einen mindestens ebenso hohen Beitrag zur Gruppe leisten, damit man finanziell nicht schlechter gestellt wird als ohne Beitrag.\Viele der MC-Fragen zielen darauf ob, welches Bild man von anderen Personen hat bzw. ob man eher eine altruistische oder egoistische Einstellung hat.",nein,5,5,4,5,71,1,"Hannover, Deutschland",0,51.53640747,9.938995361,-1,,25,1,1,1
R_RkJg7GC4hExDSKJ,Default Response Set,,,,134.76.136.152,,08.09.2015 13:34,08.09.2015 14:31,1,1,1,0,0,130.016,0,1,200,1,0,0,24.598,0,,,,,,,1,9,1,mittelweg,1,5,2,7,6,8,4,5,7,5,6,4,3,2,4,3,6,6,6,7,6,6,5,5,6,6,6,8,3,5,7,5,8,3,0,40,10,20,4,7,3,3,3,2,2,inwiefern man in Wirklichkeit egoistisch ist und inwiefern das mit der Selbsteinschí_tzung í_bereinstimmt,"vielleicht wolltet ihr auch nur schauen, inwiefern wir euch noch glauben, dass etwas so geschieht in einem Experiment, wie ihr vorgibt, dass es passiert?",9,6,9,6,69,2,"Hameln, Niedersachsen, Deutschland",0,51.53640747,9.938995361,-1,,27,1,1,1
R_sCrNBoiVZCxaYY9,Default Response Set,,,,134.76.136.167,,08.09.2015 13:41,08.09.2015 14:33,1,1,1,0,0,1.596,0,1,242,1,9.914,10.712,20.595,4,,,,,,,1,9,6,Er liegt leicht oberhalb des Mittelwertes zwischen Minimal- und Maximalbeitrag.,1,6,8,8,3,9,9,9,9,7,1,7,8,4,7,7,2,7,1,8,9,7,7,9,9,8,4,7,5,7,2,3,3,3,2,2,0,1,8,9,1,2,3,2,2,"Meiner Auffassung zufolge hat die Studie einen Befund der Selbstwahrnehmung der Testperson in Relation zu seinem tatsí_chlichen (bzw. hier angegebenen) Verhalten zum Gegenstand. Es geht weiter darum, dass etwaige Zusammenhí_nge zwischen meinem individuellen Menschenbild und der íìbertragung dieses Menschenbildes auf mein konkretes Tun entscheident sein kann. Die Studie arbeitet, sofern ein neues Themengebiet erschlossen werden soll, eingangs mit pauschal formulierten Fragestellungen. Trotz der Gedanken, die man sich í_ber diese macht, fí_llt eine Antwort wohl undiffernzierter aus als bei den Folgefragen, die einen konkreteren Sachverhalt betreffen und daher auch konkretere Gedankengí_nge fordern. Ich kann mir vorstellen, dass die Antworten in ihrem Zweck voneinander abweichen.","Eine Vermutung liegt darin, dass ich die selbe Antwort zweimal beantworten musste. Oder diese zwei Fragen zumindest auf das selbe hinausliefen.",3,5,5,5,74,1,Deutschland,0,51.53640747,9.938995361,-1,,22,1,1,1
R_tGkX3Z8DsJ01Zip,Default Response Set,,,,134.76.136.186,,10.09.2015 15:42,10.09.2015 16:18,1,1,1,0,0,94.469,0,1,,,,,,,300,1,0,0,32.626,0,1,9,1,"Ansich halte ich es fí_r sinnvoll alles zu setzen um es zu verdoppeln, jedoch erwarte ich, dass nicht alle so denken und lasse mir weigstens einen Euro als ""Reserve"", da ich es nicht einsehe mein Geld aufzuteilen wí_hrend andere nichts dazu beitragen.",1,4,8,8,7,6,3,7,5,5,8,7,1,2,6,3,6,7,6,8,9,9,8,8,4,4,7,9,8,7,2,6,6,3,0,8,0,1,3,8,1,2,2,1,2,"Ob Fremden vertraut wird oder nicht.\\Je mehr Geld eingesetzt wird, zeigt wahrscheinlich wie viel Vertrauen jemand in die anderen hat",nein,2,6,9,6,73,2,"Gí_ttingen, DE",0,51.53640747,9.938995361,-1,,23,1,1,1
R_tLZGtUXzkcazSIV,Default Response Set,,,,134.76.136.184,,10.09.2015 13:52,10.09.2015 14:54,1,1,1,0,0,51.478,0,1,,,,,,,400,1,0,0,42.762,0,1,9,1,"Die Gruppe als ganzes profitiert am meisten davon. Ich kann mir zwar nicht sicher sein, dass alle diese Entscheidung getroffen haben, aber falls ja ist es gerecht verteilt und alle kí_nnen zufrieden sein, weil sie einen Gewinn erzielt haben.",1,4,5,8,9,8,8,6,7,6,4,7,6,1,6,7,4,8,6,9,8,8,9,7,8,2,4,4,7,3,7,5,6,1,4,4,0,1,7,9,1,2,3,2,2,Die Persí_nlichkeit der Teilnehmer wurde grob dargestellt und kann in Zusammenhang mit ihrer getroffenen Entscheidung gestellt werden. Wie beeinflusst mein Welt- und Menschenbild meine Entscheidungen? Und in wiefern beeinflusst mich mein persí_nlicher Gewinn oder die Aussicht auf diesen egoistisch zu handeln oder eben nicht.,Die Fragen  nach Charakterzí_gen wirken etwas offensichtlich auf mich. Gutglí_ubig oder nicht,2,7,9,6,76,2,Kiel,0,51.53640747,9.938995361,-1,,20,1,1,1
R_UnL9xZ6Sd3JTAA1,Default Response Set,,,,134.76.136.120,,08.09.2015 13:33,08.09.2015 14:25,1,1,1,0,0,115.337,0,1,,,,,,,400,1,0,0,6.824,0,1,9,1,Mir erscheint eine gleiche Entlohnung im Sinne aller sowohl die moralisch beste als auch die langfristig gesellschaftlich stabilste Option zu sein.,1,7,1,9,4,7,3,3,7,4,1,3,1,1,3,5,7,7,5,8,6,9,8,7,8,5,2,8,5,3,4,7,5,4,5,15,0,3,7,9,1,3,3,2,2,"Wann bzw. unter welchen Umstí_nden prí_ferieren Personen schlussendliche Ergebnisse, bei denen sie zu Lasten anderer einen materiellen Vorteil erzielen kí_nnen?","Ob dieses Experiment tatsí_chlich das Ziel, welches ich formuliert habe, verfolgt, ist nicht gewiss.",9,6,5,3,71,1,"BRD, Niedersachsen",0,51.53640747,9.938995361,-1,,25,1,1,1
R_UX68Y4IBXjQZiYV,Default Response Set,,,,134.76.136.62,,09.09.2015 15:41,09.09.2015 16:18,1,1,1,0,0,102.215,0,1,,,,,,,300,1,0,0,30.105,0,1,9,1,erschien mir sinnvoll,1,5,7,8,5,8,5,5,6,6,5,4,6,3,3,3,7,5,5,4,7,6,6,5,4,3,5,4,3,4,7,4,6,3,4,4,0,1,5,7,3,3,3,1,2,ob fí_r einen mehr das Indivuduum zí_hlt oder das Wohl anderer Menschen,nein,9,6,2,6,69,2,Niedersachsen,0,51.53640747,9.938995361,-1,,27,1,1,1
R_uzb04lr7tdeJKZH,Default Response Set,,,,134.76.136.186,,08.09.2015 15:05,08.09.2015 15:47,1,1,1,0,0,29.535,0,1,,,,,,,0,1,0,0,19.055,0,1,5,1,"Es ging mir darum, dass ich etwas zur Gruppe beitrage, aber auch selbst Gewinn erhalte.",1,9,8,9,9,6,9,5,3,9,9,4,1,9,9,1,1,6,1,2,3,1,2,5,1,1,6,1,1,4,9,9,9,2,0,2,0,0,1,2,2,3,2,1,2,Es geht um das Vertrauen in einer Gruppe und wie sich das auf die Gruppenleistung auswirkt.,nein,3,7,6,7,61,2,Alsfeld,0,51.53640747,9.938995361,-1,,35,0,1,0
R_vBK6nODe0gilRVD,Default Response Set,,,,134.76.136.120,,10.09.2015 13:56,10.09.2015 14:50,1,1,1,0,0,75.7,0,1,,,,,,,271,1,0,0,14.859,0,1,9,6,"Versucht das Beste aus dem Experiment herauszuholen. Ich gehe von der Annahme aus, dass nicht alle 4ä‰å auszahlen werden. Falls dem doch so ist, habe ich dadurch die Mí_glichkeit mein Ertrag zu maximieren.",1,7,7,9,8,9,6,7,6,8,1,7,2,2,6,7,4,6,5,6,8,8,2,2,5,2,6,3,5,9,8,9,2,2,5,5,0,1,7,8,1,3,2,2,2,In welchem Maíôe eine Gruppenentscheidung bzw. -interaktion durch extrinsische Anreize beeinflusst werden kann....,nein,9,3,4,3,71,1,Deutschland,0,51.53640747,9.938995361,-1,,25,1,1,1
R_vjcRoO3kNEqjw1X,Default Response Set,,,,134.76.136.83,,14.09.2015 11:00,14.09.2015 11:54,1,1,1,0,0,74.662,0,1,324,1,0,0,10.724,0,,,,,,,1,9,1,"Ich habe darauf spekuliert, dass die anderen sich ebenfalls leicht egoistisch verhalten und nicht alles investieren, daher habe ich nicht mein gesamtes Gehalt in das í_ffentliche Gut investiert.",1,6,7,8,8,7,7,6,6,7,7,7,4,6,8,3,1,6,3,7,3,8,7,7,8,2,2,4,3,5,2,2,6,4,3,3,0,1,7,8,1,2,3,2,2,"Die Studie sollte altruistisches mit egoistischem Verhalten vergleichen und testen, in welchem Maíô man darauf vertraut, dass fremde Menschen nicht betrí_gen.","Eine Frage wurde mir 2-Mal gestellt. Auíôerdem wurde gefragt, wie oft man getí_uscht wurde. Daher zweifele ich daran, dass es tatsí_chlich um das Verhalten zwischen menschen geht.",4,6,3,6,72,1,"Gehrden, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_VON5ElI2dM7vu8x,Default Response Set,,,,134.76.136.62,,11.09.2015 10:19,11.09.2015 11:31,1,1,1,0,0,76.568,0,1,400,1,0,0,5.338,0,,,,,,,1,9,9,"Wenn alle Teilnehmer ihren gesamten Geldbetrag in das Gemeinschaftsprojekt investieren, ist der Nutzen fí_r alle Teilnehmenden am Grí_íôten. Wenn ich weniger investiert und die anderen Teilnehmer ihren gesamten Betrag, hí_tte ich zwar mehr Nutzen, aber bei einem Gemeinschaftsprojekt ist es wichtig, an die Gemeinschaft zu denken, sodass der ganze Einsatz fí_r alle die meisten Vorteile bringt.",1,7,7,8,7,7,7,7,6,4,6,4,6,3,5,6,5,7,8,9,9,6,7,6,7,3,6,8,5,4,6,5,4,2,8,8,0,2,5,7,3,2,3,2,2,"Es soll gezeigt werden, ob die Versuchsteilnehmer gemeinschaftlich denken und andere in ihren Erfolg mit einbeziehen oder nur an sich selbst und ihren eigenen Erfolg denken. In dieser Studie wird das daran deutlich, wie viel Geld die Teilnehmer in das Gemeinschaftsprojekt investieren. Stellen sie ihren gesamten Betrag zur Verfí_gung, denken sie sehr gemeinschaftlich. Wenn sie weniger investieren, denken sie mehr an sich selbst.",nein,5,3,4,3,73,2,"Nordhorn, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_x90C7Lxxz8X4qJz,Default Response Set,,,,134.76.136.167,,14.09.2015 15:11,14.09.2015 16:01,1,1,1,0,0,70.143,0,1,,,,,,,271,1,0,0,14.389,0,1,6,3,Einfach mehr als die Hí_lfte,1,4,5,7,7,4,3,4,3,8,7,7,4,7,7,6,3,4,5,8,3,8,6,7,3,4,7,7,7,8,5,6,6,1,3,6,0,0,4,6,2,2,1,2,2,"In dieser Studie wird gezeigt, ob man sich gerne mit einer Gruppe sich zusammensetzt.",nein,9,6,2,6,70,2,Russland,0,51.53640747,9.938995361,-1,,26,1,1,1
R_XjoP8GwSNDut1N7,Default Response Set,,,,134.76.136.60,,10.09.2015 10:00,10.09.2015 10:56,1,1,1,0,0,55.085,0,1,,,,,,,,1,0,0,16.134,0,1,9,1,"es ist genau die Mitte und ist damit am wenigsten Abhí_ngig von den Beitrí_gen der anderen, denn einerseits habe ich nicht ""zu viel"" abgegeben, falls die anderen gar nichts/nur wenig abgeben sollten, andererseits profitiere ich aber davon, wenn die anderen auch einen í_hnlichen oder sogar hí_heren Beitrag abgegeben hí_tten.",1,8,8,8,6,5,7,6,5,7,6,7,6,4,6,5,3,6,5,4,5,5,3,4,3,3,3,3,4,6,6,3,5,1,0,7,0,0,2,3,2,1,3,1,2,"Es soll eventuell gezeigt werden, wie egoistisch bzw. nicht egoistisch die Menschen handeln, denn wenn sie sehr an andere denken wí_rden sie nur profitieren, wenn die anderen ebenso handeln",nein,9,6,2,6,75,2,"Gí_ttingen, Deutschland",0,51.53640747,9.938995361,-1,,21,1,0,0
R_Xk532M8R9QZHRYJ,Default Response Set,,,,134.76.136.66,,09.09.2015 15:41,09.09.2015 16:13,1,1,1,0,0,49.015,0,1,,,,,,,200,1,0,0,19.912,0,1,9,1,Fairness,1,9,9,9,9,9,6,9,9,2,6,1,9,9,9,3,1,1,1,9,6,8,4,4,9,3,4,6,6,9,4,9,7,3,0,5,0,0,1,1,2,1,2,1,2,Keine Ahnung,nein,9,9,9,9,72,3,BONN NRW 53111 MEINE STADT,1,51.53640747,9.938995361,-1,,24,1,1,1
R_yOy6Vfv5OAOkjAZ,Default Response Set,,,,134.76.136.232,,14.09.2015 15:14,14.09.2015 15:59,1,1,1,0,0,108.113,0,1,66,1,4.37,4.37,9.999,1,,,,,,,1,9,9,weil ich so weniger riskiere,1,7,2,9,7,9,3,7,6,1,1,2,1,1,3,2,3,6,1,9,9,9,7,8,8,2,8,8,6,1,2,8,2,3,1,4,0,0,3,6,3,2,3,2,2,in wie weit man bereit ist fremden in einer gemeinsamen sache zu vertrauen und in wieweit man bereit ist ein risiko dafí_r einzugehen,nein,2,3,9,2,70,2,Deutschland Hamburg,0,51.53640747,9.938995361,-1,,26,1,1,1
R_YVTJSgejb9oVrkB,Default Response Set,,,,134.76.136.120,,09.09.2015 14:14,09.09.2015 14:52,1,1,1,0,0,75.828,0,1,275,1,0,0,12.681,0,,,,,,,1,7,7,"Je mehr Geld die Mitglieder einzahlen, desto mehr bekommen alle. Da ich nicht weiíô, was die anderen Mitglieder machen, habe ich 3 Euro in die Wagschale gelegt.",1,3,3,4,7,5,6,7,4,4,4,3,3,3,8,3,6,6,6,7,7,6,7,6,8,5,2,7,6,4,4,8,9,1,3,3,0,1,3,8,3,1,3,1,2,"Wie wir die anderen Leute einschí_tzen, daher ob wir lieber das Geld fí_r uns behalten, da wir nicht denken, dass andere das Geld fí_r die Gruppe geben und so schlechter davon kommen wí_rden, als wenn sie es fí_r die Gruppe zur Verfí_gung stellen.","Ich hatte eher Zweifel, dass alle das Geld fí_r die Gruppe bereit stellen. Dennoch habe ich gehofft, dass der groíôteil daran interessiert ist, fí_r alle etwas gutes herauszuholen",2,6,2,6,73,2,Osnabrí_ck,1,51.53640747,9.938995361,-1,,23,1,1,1
R_yX7TPUkrSHCpu6t,Default Response Set,,,,134.76.136.232,,14.09.2015 09:00,14.09.2015 10:31,1,1,1,0,0,64.944,0,1,,,,,,,400,1,0,0,22.753,0,1,9,1,"Weil so der allgemeine Gruppengewinn am hí_chsten ist. Wenn jeder sein gesamtes Guthaben einzahlt, hat jeder gewonnen. In so einer Situation sollte man die egoistischen Bedí_rfnisse hinten anstellen.",1,7,8,9,4,6,6,6,7,6,5,6,1,2,4,4,5,8,6,9,8,8,4,4,6,2,7,4,7,3,9,8,2,2,10,10,0,8,4,9,3,2,1,2,2,Ich denke Ziel der Studie ist es Einschí_tzungen der Probanden hinsichtlich des Vertrauens gegení_ber Fremden im Vergleich zu Personen des eigenen Personenkreises zu sammeln.,"Ich kann vorstellen, dass durch die ""Fragerei"" Zweifel im Vertrauen anderen Personen gegení_ber geschí_rt werden sollten, so dass das Ergebnis der Spielrunde gelenkt werden kann",3,6,2,5,68,1,Gí_ttingen,0,51.53640747,9.938995361,-1,,28,1,1,1
R_ZdI1SYG8MswXr8Z,Default Response Set,,,,134.76.136.83,,10.09.2015 11:37,10.09.2015 13:22,1,1,1,0,0,159.755,0,1,153,1,0,0,12.911,0,,,,,,,1,9,1,"Wenn keiner etwas beitrí_gt, sinkt der Gesamtertrag fí_r die Gruppe. Etwas abzugeben, was sich dann fí_r die Gruppe verdoppelt ist sozial angemessen.",1,8,7,7,9,6,4,4,5,3,7,4,4,2,5,3,7,3,2,8,7,3,5,3,3,1,2,3,4,4,4,2,3,2,3,3,0,2,4,8,3,3,3,2,2,Ausprí_gungen der Solidarití_t / Einschí_tzung von sich und der Gesellschaft und des eigenen sozialen Umfelds im Bezug auf soziales Verhalten.,Zweifel an der Abgabebereitschaft der anderen Fremden.,2,5,3,6,68,1,Unterlí_íô - Deutschland,0,51.53640747,9.938995361,-1,,28,1,1,1
R_ZJpx1Pfs3ZYn1gR,Default Response Set,,,,134.76.136.232,,15.09.2015 08:58,15.09.2015 10:20,1,1,1,0,0,71.715,0,1,,,,,,,242,1,0,0,32.432,0,1,5,9,"240 Cent ist ein Kompromiss meinerseits, um in die Gruppenkasse doch mehr als 50% einzuzahlen.",1,7,8,6,8,7,4,7,6,2,6,3,5,3,5,6,2,5,6,3,7,9,2,7,5,2,5,6,2,4,3,2,2,3,0,7,0,0,5,6,3,3,3,2,2,Ist der Mensch eher ein Egoist oder ist ihm die Gesellschaft wichtig.,nein,4,3,4,4,49,2,Gí_ttingen,0,51.53640747,9.938995361,-1,,47,0,1,0
R_ZvZYWFS17V9UOv7,Default Response Set,,,,134.76.136.83,,11.09.2015 12:20,11.09.2015 13:16,1,1,1,0,0,85.798,0,1,200,1,9.39,9.39,20.445,1,,,,,,,1,9,1,Ist in der Mitte,1,8,8,9,7,5,7,8,5,4,7,2,5,4,6,3,4,5,5,5,7,6,4,3,5,1,7,2,6,4,3,2,5,4,8,50,0,0,3,8,3,2,2,1,2,"Vertrauen zu Fremden durch die Vergabe von Geld und der expliziten Nennung, welche Strategie zum persí_nlichen Maximum fí_hrt.",nein,9,9,9,7,72,2,"Fulda, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
